audio1_path,audio2_path,ground_truth,prediction,score1,score2,reasoning1,reasoning2,correct,prompt_type,dataset_name,n_shots,transcript_type,aggregate_fewshot,instruction_id,groundtruth1,groundtruth2
audio_data/thaimos_audio/7/audio_a.wav,audio_data/thaimos_audio/7/audio_b.wav,2,1,5,4,"The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating good clarity. The speech has a natural flow, with appropriate intonation and expressiveness, which contributes to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, closely resembling a natural human voice.","The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and expressiveness, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, providing a pleasant listening experience. There are minimal issues, if any, that detract from the quality of the speech.",0.0,standard_cot,thaimos,0,none,False,,2.8125,4.5
audio_data/thaimos_audio/8/audio_a.wav,audio_data/thaimos_audio/8/audio_b.wav,2,tie,5,5,"The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and expressiveness, closely resembling a human voice. The overall quality is coherent and pleasant, making it sound lifelike and engaging.","The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and expressiveness, closely resembling a human voice. The overall quality is coherent and pleasant, making it sound lifelike and engaging.",0.5,standard_cot,thaimos,0,none,False,,2.6875,3.4375
audio_data/thaimos_audio/9/audio_a.wav,audio_data/thaimos_audio/9/audio_b.wav,2,tie,5,5,"The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and rhythm, making it sound lifelike and expressive. Overall, the quality is coherent and pleasant, closely resembling a natural human voice.","The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and rhythm, making it sound lifelike and expressive. Overall, the audio quality is coherent and pleasant, closely resembling a natural human voice.",0.5,standard_cot,thaimos,0,none,False,,2.5625,4.5625
audio_data/thaimos_audio/10/audio_a.wav,audio_data/thaimos_audio/10/audio_b.wav,2,tie,5,5,"The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and rhythm, making it sound expressive and lifelike. Overall, the quality is coherent and pleasant, closely resembling a natural human voice.","The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and expressiveness, closely resembling a human voice. The overall quality is coherent and pleasant, with a lifelike sound that makes it easy to listen to.",0.5,standard_cot,thaimos,0,none,False,,2.25,4.125
audio_data/thaimos_audio/12/audio_a.wav,audio_data/thaimos_audio/12/audio_b.wav,2,1,5,4,"The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and expressiveness, closely resembling a human voice. The overall quality is coherent and pleasant, with a lifelike sound that enhances the listening experience.","The audio clip exhibits clear articulation with no noticeable distortions, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and expressiveness, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, providing a pleasant listening experience. There are minimal issues, if any, that detract from the quality of the speech.",0.0,standard_cot,thaimos,0,none,False,,3.4375,4.125
audio_data/thaimos_audio/13/audio_a.wav,audio_data/thaimos_audio/13/audio_b.wav,1,tie,5,5,"The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and rhythm, making it sound expressive and lifelike. Overall, the quality is coherent and pleasant, closely resembling a natural human voice.","The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and expressiveness, resembling a human voice. The overall quality is coherent and pleasant, with a lifelike sound that enhances the listening experience.",0.5,standard_cot,thaimos,0,none,False,,3.9375,1.125
audio_data/thaimos_audio/14/audio_a.wav,audio_data/thaimos_audio/14/audio_b.wav,1,2,4,5,"The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, providing a pleasant listening experience. There are minimal issues, if any, that detract from the quality of the synthesized speech.","The audio clip exhibits clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and expressiveness, closely resembling a human voice. The overall quality is coherent and pleasant, making the speech sound lifelike and engaging.",0.0,standard_cot,thaimos,0,none,False,,4.1875,1.25
audio_data/thaimos_audio/15/audio_a.wav,audio_data/thaimos_audio/15/audio_b.wav,2,tie,5,5,"The audio clip exhibits clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and rhythm, contributing to its naturalness. The overall quality is coherent and lifelike, making it pleasant to listen to. There are no significant issues that detract from the listening experience.","The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and expressiveness, closely resembling a human voice. The overall quality is coherent and pleasant, with a lifelike sound that enhances the listening experience.",0.5,standard_cot,thaimos,0,none,False,,1.5625,4.8125
audio_data/thaimos_audio/16/audio_a.wav,audio_data/thaimos_audio/16/audio_b.wav,1,1,5,4,"The audio clip exhibits clear articulation with no noticeable distortions, noise, or artifacts, indicating high clarity. The speech has a natural flow, with appropriate intonation and rhythm, making it sound expressive and lifelike. Overall, the quality is coherent and pleasant, closely resembling a natural human voice.","The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow, with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, closely resembling a natural human voice.",1.0,standard_cot,thaimos,0,none,False,,4.5625,3.875
audio_data/thaimos_audio/17/audio_a.wav,audio_data/thaimos_audio/17/audio_b.wav,1,tie,4,4,"The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, closely resembling a natural human voice.","The audio clip exhibits clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow, with appropriate intonation and expressiveness, contributing to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, closely resembling a natural human voice.",0.5,standard_cot,thaimos,0,none,False,,4.125,1.125
