prompt_type,judge_model,dataset_name,n_shots,transcript_type,concat_fewshot,aggregate_fewshot,concat_test,two_turns,model_name,win_rate_pos1,win_rate_pos2,average_win_rate,effective_win_rate,tie_rate,samples_evaluated
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,gpt4o-audio,0.2222222222222222,0.1728395061728395,0.19753086419753085,0.5,0.6049382716049383,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,gpt4o-audio+asr+tts,0.30864197530864196,0.08641975308641975,0.19753086419753085,0.25925925925925924,0.12345679012345678,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,gemini2-flash-exp,0.5185185185185185,0.18518518518518517,0.35185185185185186,0.3549382716049383,0.006172839506172839,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,gemini2-flash-exp+asr+tts,0.3333333333333333,0.1728395061728395,0.25308641975308643,0.2592592592592593,0.012345679012345678,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,typhoon2-audio,0.13580246913580246,0.08641975308641975,0.1111111111111111,0.11728395061728394,0.012345679012345678,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,llama-omni,0.1111111111111111,0.09876543209876543,0.10493827160493827,0.1111111111111111,0.012345679012345678,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,moshi,0.012345679012345678,0.024691358024691357,0.018518518518518517,0.021604938271604937,0.006172839506172839,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,gpt4o-text+tts,0.48148148148148145,0.2962962962962963,0.38888888888888884,0.40740740740740733,0.037037037037037035,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,gemini2-flash-text+tts,0.49382716049382713,0.25925925925925924,0.3765432098765432,0.37962962962962965,0.006172839506172839,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,diva+tts,0.6419753086419753,0.35802469135802467,0.5,0.5,0.0,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,typhoon2-audio+tts,0.07407407407407407,0.08641975308641975,0.08024691358024691,0.08950617283950617,0.018518518518518517,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,qwen2-audio+tts,0.18518518518518517,0.07407407407407407,0.12962962962962962,0.13580246913580246,0.012345679012345678,81
paralinguistic_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,asr+llama3+tts,0.7037037037037037,0.35802469135802467,0.5308641975308642,0.5339506172839507,0.006172839506172839,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,gpt4o-audio,0.1728395061728395,0.13580246913580246,0.15432098765432098,0.5,0.691358024691358,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,gpt4o-audio+asr+tts,0.41975308641975306,0.2222222222222222,0.32098765432098764,0.41666666666666663,0.19135802469135801,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,gemini2-flash-exp,0.6172839506172839,0.19753086419753085,0.4074074074074074,0.4691358024691358,0.12345679012345678,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,gemini2-flash-exp+asr+tts,0.37037037037037035,0.13580246913580246,0.25308641975308643,0.308641975308642,0.1111111111111111,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,typhoon2-audio,0.06172839506172839,0.012345679012345678,0.037037037037037035,0.043209876543209874,0.012345679012345678,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,llama-omni,0.14814814814814814,0.07407407407407407,0.1111111111111111,0.12654320987654322,0.030864197530864196,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,moshi,0.024691358024691357,0.037037037037037035,0.030864197530864196,0.033950617283950615,0.006172839506172839,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,gpt4o-text+tts,0.3950617283950617,0.09876543209876543,0.24691358024691357,0.2777777777777778,0.06172839506172839,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,gemini2-flash-text+tts,0.49382716049382713,0.18518518518518517,0.3395061728395061,0.382716049382716,0.08641975308641975,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,diva+tts,0.3950617283950617,0.13580246913580246,0.26543209876543206,0.3055555555555555,0.08024691358024691,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,typhoon2-audio+tts,0.2222222222222222,0.12345679012345678,0.1728395061728395,0.20987654320987653,0.07407407407407407,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,qwen2-audio+tts,0.18518518518518517,0.06172839506172839,0.12345679012345678,0.16049382716049382,0.07407407407407407,81
speech_quality_cot,gpt-4o-audio-preview,speakbench,4,none,False,True,True,False,asr+llama3+tts,0.4074074074074074,0.13580246913580246,0.2716049382716049,0.28703703703703703,0.030864197530864196,81
