audio1_path,audio2_path,ground_truth,prediction,score1,score2,reasoning1,reasoning2,correct,prompt_type,dataset_name,n_shots,transcript_type,aggregate_fewshot,instruction_id,groundtruth1,groundtruth2
audio_data/tmhintq_audio/0/audio_a.wav,audio_data/tmhintq_audio/0/audio_b.wav,2,2,4,5,"The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, with only minor issues that do not significantly detract from the listening experience.","The audio clip demonstrates clear articulation with no noticeable distortions, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, providing a pleasant listening experience.",1.0,standard_cot,tmhintq,4,none,True,,3.333333333333333,4.25
audio_data/tmhintq_audio/3/audio_a.wav,audio_data/tmhintq_audio/3/audio_b.wav,2,tie,4,4,"The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, providing a pleasant listening experience.","The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, providing a pleasant listening experience.",0.5,standard_cot,tmhintq,4,none,True,,2.0,3.333333333333333
audio_data/tmhintq_audio/6/audio_a.wav,audio_data/tmhintq_audio/6/audio_b.wav,1,tie,4,4,"The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, providing a pleasant listening experience. There are no significant issues that detract from the quality.","The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, closely resembling a natural human voice.",0.5,standard_cot,tmhintq,4,none,True,,3.333333333333333,1.5
audio_data/tmhintq_audio/7/audio_a.wav,audio_data/tmhintq_audio/7/audio_b.wav,1,tie,4,4,"The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, closely resembling a natural human voice.","The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, closely resembling a natural human voice.",0.5,standard_cot,tmhintq,4,none,True,,4.333333333333333,4.0
audio_data/tmhintq_audio/8/audio_a.wav,audio_data/tmhintq_audio/8/audio_b.wav,1,tie,4,4,"The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, providing a pleasant listening experience.","The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, with only minor issues that do not significantly detract from the listening experience.",0.5,standard_cot,tmhintq,4,none,True,,3.0,2.333333333333333
audio_data/tmhintq_audio/10/audio_a.wav,audio_data/tmhintq_audio/10/audio_b.wav,1,1,5,4,"The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, providing a pleasant listening experience. There are no significant issues that detract from the quality, making it a high-quality recording.","The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, resembling a natural human voice.",1.0,standard_cot,tmhintq,4,none,True,,4.7,4.0
audio_data/tmhintq_audio/11/audio_a.wav,audio_data/tmhintq_audio/11/audio_b.wav,1,tie,4,4,"The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, closely resembling a natural human voice.","The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, with only minor issues that do not significantly detract from the listening experience.",0.5,standard_cot,tmhintq,4,none,True,,3.0,2.6666666666666665
audio_data/tmhintq_audio/12/audio_a.wav,audio_data/tmhintq_audio/12/audio_b.wav,1,tie,4,4,"The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, providing a pleasant listening experience.","The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, closely resembling a natural human voice.",0.5,standard_cot,tmhintq,4,none,True,,3.333333333333333,1.3333333333333333
audio_data/tmhintq_audio/13/audio_a.wav,audio_data/tmhintq_audio/13/audio_b.wav,1,tie,4,4,"The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio sounds coherent and lifelike, with only minor issues that do not significantly detract from the listening experience.","The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, closely resembling a natural human voice.",0.5,standard_cot,tmhintq,4,none,True,,4.333333333333333,3.0
audio_data/tmhintq_audio/14/audio_a.wav,audio_data/tmhintq_audio/14/audio_b.wav,1,tie,4,4,"The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, closely resembling a natural human voice.","The audio clip demonstrates clear articulation with minimal distortion, noise, or artifacts, indicating good clarity. The speech has a natural flow with appropriate intonation and rhythm, contributing to its naturalness. Overall, the audio presents a coherent and pleasant listening experience, closely resembling a natural human voice.",0.5,standard_cot,tmhintq,4,none,True,,2.333333333333333,2.25
